observation_id,taxon_id,observer_id,n,signature,stratum_groups,included,reason
290989801,4356,3262402,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
291021314,4381,7308683,2,1;2,4,True,MATCHABLE
291178249,4450,3399343,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
291792070,14898,1112366,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
291856342,59202,935464,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
291977899,7513,2777984,2,0;0,4,True,MATCHABLE
291978115,7513,2777984,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
292106182,4450,9085728,2,0;1,3,True,MATCHABLE
292684280,9319,8097072,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
293725181,4450,8651301,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
293782625,9921,143348,2,0;0,4,True,MATCHABLE
293888013,4368,5629719,2,1;1,3,True,MATCHABLE
294703561,8021,428097,5,0;0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
295008029,14995,8217748,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
295114646,4328,428097,2,0;1,4,True,MATCHABLE
295211495,144537,8828528,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
295685561,4450,5840846,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
295935656,144537,6583559,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
296084295,8229,1712820,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
296305161,4450,3413972,2,1;2,3,True,MATCHABLE
296621565,8021,3092602,3,0;0;0,3,True,MATCHABLE
296741083,4450,8996122,2,0;1,3,True,MATCHABLE
296863336,4328,98623,2,0;1,4,True,MATCHABLE
297173582,4328,620245,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
297438227,8229,9321404,2,2;2,3,True,MATCHABLE
297475385,7513,8983211,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
297479379,16447,8150756,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
297649869,4381,3140511,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
297816286,8229,9535944,2,0;1,5,True,MATCHABLE
297875099,11935,6837728,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
298026411,4381,8465560,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
298066394,17855,4694607,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
298562434,8229,2433302,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
298702587,4450,8501821,5,2;2;2;2;2,3,True,MATCHABLE
298724259,8021,3563799,2,0;0,5,True,MATCHABLE
298778828,7428,231788,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
298914072,9135,58291,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
299244833,9319,8045711,2,1;1,3,True,MATCHABLE
299640552,9100,1492719,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
299809889,59202,2799225,5,0;0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
300071788,204533,8936396,5,0;0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
300151206,4450,4586885,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
300241806,204533,6681589,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
300250129,59202,3032137,2,0;0,3,True,MATCHABLE
300356778,9100,1492719,2,1;1,3,True,MATCHABLE
300518656,4388,742604,5,0;0;0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
300637814,9135,9535944,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
300801574,4388,2614870,2,0;0,5,True,MATCHABLE
300925077,59202,7365074,2,2;2,3,True,MATCHABLE
301242349,145310,427815,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
301263391,145310,3617594,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
301264167,8229,1672365,2,0;1,5,True,MATCHABLE
301334653,145310,6679295,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
301358124,8229,2415892,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
301506897,8229,6390305,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
302260820,4328,8646889,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
302346252,4450,845409,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
302361409,204533,7460912,3,0;0;0,3,True,MATCHABLE
302873003,9424,8787580,3,2;2;2,3,True,MATCHABLE
303061907,4450,7916232,2,1;2,3,True,MATCHABLE
303088946,4450,9365388,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
303274020,6987,9528537,2,1;2,3,True,MATCHABLE
303494920,17855,2010352,5,0;0;0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
303593432,8229,3523980,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
303619602,16447,849523,2,2;2,3,True,MATCHABLE
303695867,7294,2319923,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
303740196,145310,8946567,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
304037171,4345,1364207,3,0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
304183819,8021,6397498,2,2;2,3,True,MATCHABLE
304207628,204533,5627117,2,2;2,5,True,MATCHABLE
304357249,145310,8212437,2,0;0,3,True,MATCHABLE
304371769,7109,1859794,2,0;0,4,True,MATCHABLE
304885947,4450,4278864,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
304975755,8229,7085689,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
305030416,17855,4416136,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
305064086,8229,5645755,2,0;1,5,True,MATCHABLE
305198123,204533,1361031,2,2;2,5,True,MATCHABLE
305272382,59202,8528325,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
305471702,144537,66190,2,2;2,3,True,MATCHABLE
307020877,145310,7179285,2,1;1,3,True,MATCHABLE
307157525,8021,1245689,5,0;0;0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
307229809,204533,4815304,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
307517187,8021,7221517,2,0;0,5,True,MATCHABLE
307759897,59202,1105981,2,0;0,3,True,MATCHABLE
307821732,62550,8323190,2,0;1,3,True,MATCHABLE
307983785,59202,72679,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
308462032,145310,3431361,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
308478883,145310,9532604,2,0;0,3,True,MATCHABLE
308480506,8021,12842,2,2;2,3,True,MATCHABLE
309092575,4368,1495122,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
309299747,9100,7917423,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
309444836,204533,7102928,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
309447620,4381,7102928,2,1;2,4,True,MATCHABLE
309451588,4381,7102928,4,1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
309551484,4328,836675,2,0;0,7,True,MATCHABLE
309597007,16447,3058338,2,1;2,5,True,MATCHABLE
309882362,4345,335851,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
309987241,59202,1419332,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
310039015,59202,9478769,2,1;1,3,True,MATCHABLE
310236333,145310,7523483,4,0;0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
310613248,145310,6582762,2,0;0,3,True,MATCHABLE
310613277,145310,6582762,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
311130126,145310,6652870,3,2;2;2,4,True,MATCHABLE
311314833,8229,1672365,2,0;1,5,True,MATCHABLE
312339711,7428,7026632,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
312589123,145310,5845944,3,2;2;2,4,True,MATCHABLE
313188639,9721,3579366,2,2;2,8,True,MATCHABLE
313188887,9721,9748160,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
313563542,16447,8870141,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
313830177,204533,4390715,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
313887417,204533,6990462,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
313941793,16447,3848490,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
314628997,16447,8380882,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
315378890,59202,4619674,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
315407540,4388,742604,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
315432357,4388,758111,2,0;0,5,True,MATCHABLE
315440195,4388,758111,2,0;1,4,True,MATCHABLE
315444522,792988,6189396,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
315646479,7428,2252210,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
316071165,9100,7064908,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
316132150,4388,6477057,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
316215956,204533,1134758,2,0;0,5,True,MATCHABLE
316237829,204533,2655634,2,2;2,5,True,MATCHABLE
316256387,204533,2655634,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
316340029,59202,7711788,4,1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
316855618,17855,5134666,2,0;0,7,True,MATCHABLE
317337926,4345,3645766,2,0;0,5,True,MATCHABLE
317546261,4345,8064424,5,0;0;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
318728353,792988,1680657,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
318967923,8021,1712820,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
318968939,16447,8934441,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
319866722,9100,3262402,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
320179369,9981,7549608,2,2;2,4,True,MATCHABLE
320201440,8021,12842,2,0;0,5,True,MATCHABLE
320319087,792988,4930304,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
320379519,558441,5319142,2,1;1,3,True,MATCHABLE
320685140,558439,6031364,2,0;0,3,True,MATCHABLE
321094261,18236,5371899,3,2;2;2,6,True,MATCHABLE
321537503,4388,8944991,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
321623764,8229,9579308,2,2;2,3,True,MATCHABLE
321632814,204533,1706261,2,2;2,5,True,MATCHABLE
321632833,204533,1706261,2,2;2,5,True,MATCHABLE
321850627,4356,2545760,5,1;1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
322246101,59202,4619674,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
322285186,6937,5039506,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
322671630,16447,3987239,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
322671956,4388,3987239,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
322714362,59202,7088849,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
322917725,9100,5134666,2,2;2,7,True,MATCHABLE
323192005,4388,2543709,2,0;1,4,True,MATCHABLE
323280526,8021,808676,2,0;1,3,True,MATCHABLE
323287176,17855,4951480,3,0;0;0,3,True,MATCHABLE
323487838,8229,8437550,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
323623536,9346,4278864,5,0;0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
323666249,792988,793347,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
323706497,8021,9532604,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
323849339,8021,8347489,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
324098195,6987,6011298,2,1;2,3,True,MATCHABLE
324241719,9100,2955706,3,2;2;2,4,True,MATCHABLE
324654509,4328,2831770,2,0;1,4,True,MATCHABLE
324673339,6987,7378384,2,0;1,3,True,MATCHABLE
324945447,7513,6631360,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
325361647,204533,9889260,2,0;0,5,True,MATCHABLE
325554324,8229,1390928,5,0;0;0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
325712604,4345,8974217,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
325719326,4388,3873955,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
325723067,4388,3873955,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
325747341,59202,7061733,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
325748732,59202,7061733,2,1;1,3,True,MATCHABLE
325887626,8021,808676,2,2;2,3,True,MATCHABLE
325893371,16447,3862224,5,0;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
326498050,6937,5603162,2,1;1,9,True,MATCHABLE
326515743,18236,7782185,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
326734544,6933,2774706,2,1;1,8,True,MATCHABLE
326832126,18236,301464,3,2;2;2,6,True,MATCHABLE
327003250,7513,6631360,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
327040367,18236,6073720,3,2;2;2,6,True,MATCHABLE
327529713,9771,7281738,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
327687167,6937,4406716,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
328076033,558439,5764889,2,0;1,5,True,MATCHABLE
328121839,4328,8375047,2,0;0,7,True,MATCHABLE
328132212,14995,1390928,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
328132488,11935,1390928,5,0;0;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
328614807,4356,6358866,2,1;2,4,True,MATCHABLE
328810229,11935,1390928,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
328863962,792988,2680895,4,1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
329027461,18236,9945332,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
329194601,204533,3503108,2,1;2,3,True,MATCHABLE
329268803,4328,8375047,4,0;0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
329506035,9100,1390928,5,1;1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
329518949,9100,1390928,5,1;1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
329526799,4328,1798874,2,0;0,7,True,MATCHABLE
329838085,18236,380446,2,2;2,8,True,MATCHABLE
329890222,792988,3727793,4,0;1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
330005744,8229,6479501,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
330054390,12024,31422,2,2;2,4,True,MATCHABLE
330250888,145242,958961,2,2;2,5,True,MATCHABLE
330366222,792988,3727793,4,0;1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
330399405,18236,6221273,2,2;2,8,True,MATCHABLE
330460358,4205,4354114,2,0;0,6,True,MATCHABLE
330488230,204533,9576993,2,1;2,3,True,MATCHABLE
330649065,14995,1390928,3,1;2;2,3,True,MATCHABLE
330738534,17855,874708,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
331535803,204533,9085728,2,0;0,5,True,MATCHABLE
331820672,145310,6914034,2,1;1,3,True,MATCHABLE
331841280,4328,501627,2,0;0,7,True,MATCHABLE
332313828,8021,832376,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
332349510,9100,10034557,3,2;2;2,4,True,MATCHABLE
332349515,8229,10034557,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
332595628,59202,2483447,2,0;0,3,True,MATCHABLE
332947361,4328,6397498,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
332947463,4328,6397498,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
333164822,145310,5690338,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
333365647,792988,8303125,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
333412423,59202,5846286,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
333521366,9100,775533,2,1;1,3,True,MATCHABLE
334440997,6987,4674868,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
334561913,11858,5948784,2,0;0,6,True,MATCHABLE
334785799,4328,2831770,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
334967193,4328,8518316,5,0;0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
335022739,9100,3542067,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
335145508,9100,775533,3,2;2;2,4,True,MATCHABLE
335646019,145242,1102122,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
335825346,7294,7924459,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
336130616,145310,446438,3,2;2;2,4,True,MATCHABLE
336366517,18236,3617051,2,2;2,8,True,MATCHABLE
336373616,9424,10041279,3,2;2;2,3,True,MATCHABLE
336474546,204533,7480306,2,0;0,5,True,MATCHABLE
336504317,4328,789545,2,0;0,7,True,MATCHABLE
336666078,8021,1416674,2,0;1,3,True,MATCHABLE
336686213,8021,1416674,2,0;1,3,True,MATCHABLE
337297721,204533,5458097,2,0;0,5,True,MATCHABLE
337455772,6937,90390,2,1;1,9,True,MATCHABLE
337736780,9100,8063284,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
337828671,18236,4663043,3,2;2;2,6,True,MATCHABLE
337864814,792988,3998490,5,1;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
338170263,204533,7759135,3,0;0;0,3,True,MATCHABLE
338370401,204533,5458097,3,0;0;0,3,True,MATCHABLE
338747051,145310,2058811,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
338778033,18236,9648597,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
338826527,7109,8063284,2,1;1,6,True,MATCHABLE
339030671,6937,6779365,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
339574786,204533,1772457,2,1;2,3,True,MATCHABLE
339649221,7428,6546572,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
339974069,7428,8828528,5,0;1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
340153433,8010,6887086,2,0;0,4,True,MATCHABLE
340230573,8021,9163471,2,0;0,5,True,MATCHABLE
340481138,8010,3131332,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
340965919,8010,5845768,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
340987085,8010,1057355,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
341111254,9100,3998490,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
341261541,4205,1466957,4,0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
341513249,9346,934564,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
341752154,792988,9298977,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
341876938,8010,7716734,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
342311275,8010,1416674,2,0;0,4,True,MATCHABLE
342401291,8010,10071488,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
342569028,4205,4354114,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
342827265,9135,9251981,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
342827766,11935,9251981,3,0;1;1,3,True,MATCHABLE
342943602,6937,8109971,2,1;1,9,True,MATCHABLE
343524099,8021,8983211,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
343580468,7470,836675,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
344290793,18236,4416136,3,2;2;2,6,True,MATCHABLE
344342571,18236,7234499,2,2;2,8,True,MATCHABLE
344377396,144537,2408765,2,0;0,5,True,MATCHABLE
344379420,144537,2408765,3,0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
344808524,8010,4167560,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
344927173,14898,3856776,2,2;2,8,True,MATCHABLE
345183684,8010,8828528,5,0;0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
345183685,8010,8828528,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
345441168,6937,5846286,2,1;1,9,True,MATCHABLE
345643572,558439,4846801,2,2;2,4,True,MATCHABLE
345751960,8010,9189577,2,0;0,4,True,MATCHABLE
346152193,12024,7656874,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
346183964,14995,7519135,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
346328937,14898,8156931,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
346468720,18236,4841623,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
347137371,8010,7459486,2,2;2,4,True,MATCHABLE
347259961,8010,7705012,2,2;2,4,True,MATCHABLE
347396390,8010,3645766,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
347397615,18236,1689884,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
347411271,792988,2965175,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
347704156,18236,2359485,2,2;2,8,True,MATCHABLE
347855100,8010,6690249,2,2;2,4,True,MATCHABLE
348099305,9915,10004618,4,0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
348102728,7513,1791950,2,0;0,4,True,MATCHABLE
348199365,792988,31422,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
348330888,8010,5431149,2,0;0,4,True,MATCHABLE
348566706,18236,2359485,2,2;2,8,True,MATCHABLE
348866049,6937,7006237,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
349069099,9135,427851,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
349652664,7513,1042080,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
349698635,792988,8073104,2,0;0,5,True,MATCHABLE
349813381,14995,8476174,2,2;2,3,True,MATCHABLE
349881645,11935,9103635,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
350569922,11935,8457851,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
350707129,8010,7459486,2,2;2,4,True,MATCHABLE
350967220,145310,3612539,2,1;1,3,True,MATCHABLE
351244730,8010,7873026,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
351245374,8010,3152459,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
352942716,8010,2920269,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
353158400,14898,1875368,2,2;2,8,True,MATCHABLE
353840121,9135,7179285,4,0;0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
353903297,145310,3829631,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
355078507,8010,8428482,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
356541251,8229,5645245,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
356758248,9100,8303125,2,2;2,7,True,MATCHABLE
356758340,9100,8303125,3,2;2;2,4,True,MATCHABLE
356955114,9921,2764226,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
356958797,14898,4888523,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
357288632,9915,8258389,2,0;1,3,True,MATCHABLE
357494786,4356,4481001,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
357591071,145310,6129145,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
357680572,9135,6791957,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
358267264,9424,3165514,2,2;2,4,True,MATCHABLE
358285286,145310,1968550,3,2;2;2,4,True,MATCHABLE
358510970,7470,2049006,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
359260485,9915,5498692,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
359666981,9100,4416136,2,2;2,7,True,MATCHABLE
360118148,8010,4849632,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
360118269,8010,4849632,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
360212695,10227,4278336,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
360406162,8229,5645245,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
361132171,9921,1364149,3,0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
361223819,4450,8932425,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
361265100,8010,1416674,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
362165068,8021,4068205,3,0;0;0,3,True,MATCHABLE
362431124,4345,8588107,2,0;0,5,True,MATCHABLE
