,observation_id,taxon_id,observer_id,n,signature,stratum_groups,included,reason
628,282496732,7428,4893346,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
629,282542489,9921,4330579,3,0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
630,282909248,9424,2097184,2,0;0,3,True,MATCHABLE
631,283240666,16447,8771890,2,1;2,5,True,MATCHABLE
632,283244745,8021,9053875,2,0;0,5,True,MATCHABLE
633,283524721,14995,11673,2,1;2,4,True,MATCHABLE
634,283642198,59202,6702673,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
635,283759873,17855,4765508,3,0;0;0,3,True,MATCHABLE
636,283797802,10227,4893346,3,0;0;0,4,True,MATCHABLE
637,284036875,17855,990003,5,0;0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
638,284551744,16447,8771890,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
639,284694875,14995,9064646,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
640,284704063,11935,808676,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
641,285183777,14995,8263492,2,2;2,3,True,MATCHABLE
642,285223749,17855,2290488,5,0;0;0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
643,285346309,59202,1641854,2,2;2,3,True,MATCHABLE
644,285693090,14995,4468345,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
645,285833588,17855,746047,2,0;0,7,True,MATCHABLE
646,286055395,9346,470233,3,0;0;0,3,True,MATCHABLE
647,286570064,4388,7479235,5,1;1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
648,286714726,10227,4723516,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
649,286763529,4328,6149844,2,0;0,7,True,MATCHABLE
650,286926068,17855,8073104,4,0;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
651,287224691,7513,1196455,2,2;2,3,True,MATCHABLE
652,287748167,4328,1567007,4,0;0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
653,287855685,11935,41329,3,0;1;1,3,True,MATCHABLE
654,288780726,14898,8063284,2,2;2,8,True,MATCHABLE
655,289992676,14995,728536,3,1;2;2,3,True,MATCHABLE
656,290053779,6987,5497936,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
657,290760087,7428,1870678,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
658,290989801,4356,3262402,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
659,291021314,4381,7308683,2,1;2,4,True,MATCHABLE
660,291178249,4450,3399343,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
661,291792070,14898,1112366,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
662,291856342,59202,935464,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
663,291977899,7513,2777984,2,0;0,4,True,MATCHABLE
664,291978115,7513,2777984,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
665,292106182,4450,9085728,2,0;1,3,True,MATCHABLE
666,292684280,9319,8097072,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
667,293725181,4450,8651301,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
668,293782625,9921,143348,2,0;0,4,True,MATCHABLE
669,293888013,4368,5629719,2,1;1,3,True,MATCHABLE
670,294703561,8021,428097,5,0;0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
671,295008029,14995,8217748,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
672,295114646,4328,428097,2,0;1,4,True,MATCHABLE
673,295211495,144537,8828528,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
674,295685561,4450,5840846,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
675,295935656,144537,6583559,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
676,296084295,8229,1712820,4,0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
677,296305161,4450,3413972,2,1;2,3,True,MATCHABLE
678,296621565,8021,3092602,3,0;0;0,3,True,MATCHABLE
679,296741083,4450,8996122,2,0;1,3,True,MATCHABLE
680,296863336,4328,98623,2,0;1,4,True,MATCHABLE
681,297173582,4328,620245,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
682,297438227,8229,9321404,2,2;2,3,True,MATCHABLE
683,297475385,7513,8983211,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
684,297479379,16447,8150756,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
685,297649869,4381,3140511,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
686,297816286,8229,9535944,2,0;1,5,True,MATCHABLE
687,297875099,11935,6837728,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
688,298026411,4381,8465560,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
689,298066394,17855,4694607,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
690,298562434,8229,2433302,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
691,298702587,4450,8501821,5,2;2;2;2;2,3,True,MATCHABLE
692,298724259,8021,3563799,2,0;0,5,True,MATCHABLE
693,298778828,7428,231788,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
694,298914072,9135,58291,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
695,299244833,9319,8045711,2,1;1,3,True,MATCHABLE
696,299640552,9100,1492719,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
697,299809889,59202,2799225,5,0;0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
698,300071788,204533,8936396,5,0;0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
699,300151206,4450,4586885,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
700,300241806,204533,6681589,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
701,300250129,59202,3032137,2,0;0,3,True,MATCHABLE
702,300356778,9100,1492719,2,1;1,3,True,MATCHABLE
703,300518656,4388,742604,5,0;0;0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
704,300637814,9135,9535944,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
705,300801574,4388,2614870,2,0;0,5,True,MATCHABLE
706,300925077,59202,7365074,2,2;2,3,True,MATCHABLE
707,301242349,145310,427815,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
708,301263391,145310,3617594,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
709,301264167,8229,1672365,2,0;1,5,True,MATCHABLE
710,301334653,145310,6679295,4,0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
711,301358124,8229,2415892,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
712,301506897,8229,6390305,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
713,302260820,4328,8646889,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
714,302346252,4450,845409,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
715,302361409,204533,7460912,3,0;0;0,3,True,MATCHABLE
716,302873003,9424,8787580,3,2;2;2,3,True,MATCHABLE
717,303061907,4450,7916232,2,1;2,3,True,MATCHABLE
718,303088946,4450,9365388,2,1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
719,303274020,6987,9528537,2,1;2,3,True,MATCHABLE
720,303494920,17855,2010352,5,0;0;0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
721,303593432,8229,3523980,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
722,303619602,16447,849523,2,2;2,3,True,MATCHABLE
723,303695867,7294,2319923,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
724,303740196,145310,8946567,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
725,304037171,4345,1364207,3,0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
726,304183819,8021,6397498,2,2;2,3,True,MATCHABLE
727,304207628,204533,5627117,2,2;2,5,True,MATCHABLE
728,304357249,145310,8212437,2,0;0,3,True,MATCHABLE
729,304371769,7109,1859794,2,0;0,4,True,MATCHABLE
730,304885947,4450,4278864,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
731,304975755,8229,7085689,2,0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
732,305030416,17855,4416136,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
733,305064086,8229,5645755,2,0;1,5,True,MATCHABLE
734,305198123,204533,1361031,2,2;2,5,True,MATCHABLE
735,305272382,59202,8528325,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
736,305471702,144537,66190,2,2;2,3,True,MATCHABLE
737,307020877,145310,7179285,2,1;1,3,True,MATCHABLE
738,307157525,8021,1245689,5,0;0;0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
739,307229809,204533,4815304,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
740,307517187,8021,7221517,2,0;0,5,True,MATCHABLE
741,307759897,59202,1105981,2,0;0,3,True,MATCHABLE
742,307821732,62550,8323190,2,0;1,3,True,MATCHABLE
743,307983785,59202,72679,2,0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
744,308462032,145310,3431361,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
745,308478883,145310,9532604,2,0;0,3,True,MATCHABLE
746,308480506,8021,12842,2,2;2,3,True,MATCHABLE
747,309092575,4368,1495122,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
748,309299747,9100,7917423,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
749,309444836,204533,7102928,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
750,309447620,4381,7102928,2,1;2,4,True,MATCHABLE
751,309451588,4381,7102928,4,1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
752,309551484,4328,836675,2,0;0,7,True,MATCHABLE
753,309597007,16447,3058338,2,1;2,5,True,MATCHABLE
754,309882362,4345,335851,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
755,309987241,59202,1419332,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
756,310039015,59202,9478769,2,1;1,3,True,MATCHABLE
757,310236333,145310,7523483,4,0;0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
758,310613248,145310,6582762,2,0;0,3,True,MATCHABLE
759,310613277,145310,6582762,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
760,311130126,145310,6652870,3,2;2;2,4,True,MATCHABLE
761,311314833,8229,1672365,2,0;1,5,True,MATCHABLE
762,312339711,7428,7026632,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
763,312589123,145310,5845944,3,2;2;2,4,True,MATCHABLE
764,313188639,9721,3579366,2,2;2,8,True,MATCHABLE
765,313188887,9721,9748160,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
766,313563542,16447,8870141,5,0;0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
767,313830177,204533,4390715,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
768,313887417,204533,6990462,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
769,313941793,16447,3848490,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
770,314628997,16447,8380882,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
771,315378890,59202,4619674,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
772,315407540,4388,742604,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
773,315432357,4388,758111,2,0;0,5,True,MATCHABLE
774,315440195,4388,758111,2,0;1,4,True,MATCHABLE
775,315444522,792988,6189396,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
776,315646479,7428,2252210,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
777,316071165,9100,7064908,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
778,316132150,4388,6477057,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
779,316215956,204533,1134758,2,0;0,5,True,MATCHABLE
780,316237829,204533,2655634,2,2;2,5,True,MATCHABLE
781,316256387,204533,2655634,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
782,316340029,59202,7711788,4,1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
783,316855618,17855,5134666,2,0;0,7,True,MATCHABLE
784,317337926,4345,3645766,2,0;0,5,True,MATCHABLE
785,317546261,4345,8064424,5,0;0;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
786,318728353,792988,1680657,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
787,318967923,8021,1712820,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
788,318968939,16447,8934441,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
789,319866722,9100,3262402,3,1;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
790,320179369,9981,7549608,2,2;2,4,True,MATCHABLE
791,320201440,8021,12842,2,0;0,5,True,MATCHABLE
792,320319087,792988,4930304,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
793,320379519,558441,5319142,2,1;1,3,True,MATCHABLE
794,320685140,558439,6031364,2,0;0,3,True,MATCHABLE
795,321094261,18236,5371899,3,2;2;2,6,True,MATCHABLE
796,321537503,4388,8944991,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
797,321623764,8229,9579308,2,2;2,3,True,MATCHABLE
798,321632814,204533,1706261,2,2;2,5,True,MATCHABLE
799,321632833,204533,1706261,2,2;2,5,True,MATCHABLE
800,321850627,4356,2545760,5,1;1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
801,322246101,59202,4619674,3,0;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
802,322285186,6937,5039506,3,1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
803,322671630,16447,3987239,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
804,322671956,4388,3987239,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
805,322714362,59202,7088849,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
806,322917725,9100,5134666,2,2;2,7,True,MATCHABLE
807,323192005,4388,2543709,2,0;1,4,True,MATCHABLE
808,323280526,8021,808676,2,0;1,3,True,MATCHABLE
809,323287176,17855,4951480,3,0;0;0,3,True,MATCHABLE
810,323487838,8229,8437550,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
811,323623536,9346,4278864,5,0;0;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
812,323666249,792988,793347,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
813,323706497,8021,9532604,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
814,323849339,8021,8347489,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
815,324098195,6987,6011298,2,1;2,3,True,MATCHABLE
816,324241719,9100,2955706,3,2;2;2,4,True,MATCHABLE
817,324654509,4328,2831770,2,0;1,4,True,MATCHABLE
818,324673339,6987,7378384,2,0;1,3,True,MATCHABLE
819,324945447,7513,6631360,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
820,325361647,204533,9889260,2,0;0,5,True,MATCHABLE
821,325554324,8229,1390928,5,0;0;0;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
822,325712604,4345,8974217,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
823,325719326,4388,3873955,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
824,325723067,4388,3873955,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
825,325747341,59202,7061733,3,2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
826,325748732,59202,7061733,2,1;1,3,True,MATCHABLE
827,325887626,8021,808676,2,2;2,3,True,MATCHABLE
828,325893371,16447,3862224,5,0;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
829,326498050,6937,5603162,2,1;1,9,True,MATCHABLE
830,326515743,18236,7782185,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
831,326734544,6933,2774706,2,1;1,8,True,MATCHABLE
832,326832126,18236,301464,3,2;2;2,6,True,MATCHABLE
833,327003250,7513,6631360,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
834,327040367,18236,6073720,3,2;2;2,6,True,MATCHABLE
835,327529713,9771,7281738,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
836,327687167,6937,4406716,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
837,328076033,558439,5764889,2,0;1,5,True,MATCHABLE
838,328121839,4328,8375047,2,0;0,7,True,MATCHABLE
839,328132212,14995,1390928,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
840,328132488,11935,1390928,5,0;0;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
841,328614807,4356,6358866,2,1;2,4,True,MATCHABLE
842,328810229,11935,1390928,3,1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
843,328863962,792988,2680895,4,1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
844,329027461,18236,9945332,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
845,329194601,204533,3503108,2,1;2,3,True,MATCHABLE
846,329268803,4328,8375047,4,0;0;0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
847,329506035,9100,1390928,5,1;1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
848,329518949,9100,1390928,5,1;1;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
849,329526799,4328,1798874,2,0;0,7,True,MATCHABLE
850,329838085,18236,380446,2,2;2,8,True,MATCHABLE
851,329890222,792988,3727793,4,0;1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
852,330005744,8229,6479501,5,1;1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
853,330054390,12024,31422,2,2;2,4,True,MATCHABLE
854,330250888,145242,958961,2,2;2,5,True,MATCHABLE
855,330366222,792988,3727793,4,0;1;1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
856,330399405,18236,6221273,2,2;2,8,True,MATCHABLE
857,330460358,4205,4354114,2,0;0,6,True,MATCHABLE
858,330488230,204533,9576993,2,1;2,3,True,MATCHABLE
859,330649065,14995,1390928,3,1;2;2,3,True,MATCHABLE
860,330738534,17855,874708,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
861,331535803,204533,9085728,2,0;0,5,True,MATCHABLE
862,331820672,145310,6914034,2,1;1,3,True,MATCHABLE
863,331841280,4328,501627,2,0;0,7,True,MATCHABLE
864,332313828,8021,832376,3,0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
865,332349510,9100,10034557,3,2;2;2,4,True,MATCHABLE
866,332349515,8229,10034557,3,0;1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
867,332595628,59202,2483447,2,0;0,3,True,MATCHABLE
868,332947361,4328,6397498,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
869,332947463,4328,6397498,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
870,333164822,145310,5690338,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
871,333365647,792988,8303125,5,1;1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
872,333412423,59202,5846286,4,1;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
873,333521366,9100,775533,2,1;1,3,True,MATCHABLE
874,334440997,6987,4674868,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
875,334561913,11858,5948784,2,0;0,6,True,MATCHABLE
876,334785799,4328,2831770,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
877,334967193,4328,8518316,5,0;0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
878,335022739,9100,3542067,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
879,335145508,9100,775533,3,2;2;2,4,True,MATCHABLE
880,335646019,145242,1102122,4,1;1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
881,335825346,7294,7924459,2,1;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
882,336130616,145310,446438,3,2;2;2,4,True,MATCHABLE
883,336366517,18236,3617051,2,2;2,8,True,MATCHABLE
884,336373616,9424,10041279,3,2;2;2,3,True,MATCHABLE
885,336474546,204533,7480306,2,0;0,5,True,MATCHABLE
886,336504317,4328,789545,2,0;0,7,True,MATCHABLE
887,336666078,8021,1416674,2,0;1,3,True,MATCHABLE
888,336686213,8021,1416674,2,0;1,3,True,MATCHABLE
889,337297721,204533,5458097,2,0;0,5,True,MATCHABLE
890,337455772,6937,90390,2,1;1,9,True,MATCHABLE
891,337736780,9100,8063284,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
892,337828671,18236,4663043,3,2;2;2,6,True,MATCHABLE
893,337864814,792988,3998490,5,1;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
894,338170263,204533,7759135,3,0;0;0,3,True,MATCHABLE
895,338370401,204533,5458097,3,0;0;0,3,True,MATCHABLE
896,338747051,145310,2058811,2,1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
897,338778033,18236,9648597,2,0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
898,338826527,7109,8063284,2,1;1,6,True,MATCHABLE
899,339030671,6937,6779365,2,2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
900,339574786,204533,1772457,2,1;2,3,True,MATCHABLE
901,339649221,7428,6546572,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
902,339974069,7428,8828528,5,0;1;1;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
903,340153433,8010,6887086,2,0;0,4,True,MATCHABLE
904,340230573,8021,9163471,2,0;0,5,True,MATCHABLE
905,340481138,8010,3131332,2,0;1,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
906,340965919,8010,5845768,5,0;0;0;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
907,340987085,8010,1057355,4,0;0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
908,341111254,9100,3998490,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
909,341261541,4205,1466957,4,0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
910,341513249,9346,934564,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
911,341752154,792988,9298977,4,0;0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
912,341876938,8010,7716734,3,0;0;0,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
913,342311275,8010,1416674,2,0;0,4,True,MATCHABLE
914,342401291,8010,10071488,2,1;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
915,342569028,4205,4354114,3,0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
916,342827265,9135,9251981,3,2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
917,342827766,11935,9251981,3,0;1;1,3,True,MATCHABLE
918,342943602,6937,8109971,2,1;1,9,True,MATCHABLE
919,343524099,8021,8983211,3,1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
920,343580468,7470,836675,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
921,344290793,18236,4416136,3,2;2;2,6,True,MATCHABLE
922,344342571,18236,7234499,2,2;2,8,True,MATCHABLE
923,344377396,144537,2408765,2,0;0,5,True,MATCHABLE
924,344379420,144537,2408765,3,0;0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
925,344808524,8010,4167560,2,0;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
926,344927173,14898,3856776,2,2;2,8,True,MATCHABLE
927,345183684,8010,8828528,5,0;0;1;1;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
928,345183685,8010,8828528,3,0;0;1,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
929,345441168,6937,5846286,2,1;1,9,True,MATCHABLE
930,345643572,558439,4846801,2,2;2,4,True,MATCHABLE
931,345751960,8010,9189577,2,0;0,4,True,MATCHABLE
932,346152193,12024,7656874,5,2;2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
933,346183964,14995,7519135,4,2;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
934,346328937,14898,8156931,3,0;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
935,346468720,18236,4841623,3,1;1;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
936,347137371,8010,7459486,2,2;2,4,True,MATCHABLE
937,347259961,8010,7705012,2,2;2,4,True,MATCHABLE
938,347396390,8010,3645766,4,2;2;2;2,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
939,347397615,18236,1689884,4,1;2;2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
940,347411271,792988,2965175,2,2;2,1,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
941,347704156,18236,2359485,2,2;2,8,True,MATCHABLE
942,347855100,8010,6690249,2,2;2,4,True,MATCHABLE
943,348099305,9915,10004618,4,0;0;0;0,2,False,LT3_SAME_TAXON_CARDINALITY_SIGNATURE
